rank,name,profile,uid,changesets,map_changes,countries,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
1438,M30,https://www.openstreetmap.org/user/M30,6542677,4,366,Iran (Islamic Republic of),208,99,3,26,30,0,0,0,0,1,0,0,0,15,24,0,0,0,0,"{""highway"": 15, ""landuse"": 11, ""name"": 7, ""maxspeed"": 2, ""place"": 1}","{""highway"": 24, ""name"": 16, ""maxspeed"": 9, ""oneway"": 9, ""lanes"": 4, ""boundary"": 3, ""alt_name"": 2, ""name:en"": 2, ""name:etymology:wikidata"": 1, ""alt_name:en"": 1, ""ref"": 1, ""surface"": 1, ""cables"": 1, ""frequency"": 1, ""power"": 1, ""source"": 1, ""voltage"": 1, ""junction"": 1, ""natural"": 1, ""landuse"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1439,Erik Christiansson,https://www.openstreetmap.org/user/Erik%20Christiansson,21074,6,366,Sweden,318,7,0,30,11,0,0,0,0,1,1,0,0,30,12,0,0,0,0,"{""highway"": 30, ""barrier"": 1}","{""highway"": 12, ""maxspeed"": 1, ""ref"": 1, ""surface"": 1, ""trafikverket"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1440,AntMadeira,https://www.openstreetmap.org/user/AntMadeira,2107121,5,366,Portugal,113,69,78,25,42,24,2,7,6,7,6,3,10,18,25,0,0,4,4,"{""highway"": 18, ""surface"": 9, ""access"": 5, ""name"": 4, ""amenity"": 4, ""crossing"": 4, ""footway"": 4, ""lit"": 4, ""parking"": 3, ""parking:orientation"": 3, ""building"": 3, ""crossing:markings"": 3, ""place"": 2, ""historic"": 2, ""shop"": 2, ""capacity"": 2, ""oneway"": 2, ""type"": 2, ""natural"": 1, ""bus"": 1, ""public_transport"": 1, ""shelter"": 1, ""leisure"": 1, ""operator"": 1, ""capacity:disabled"": 1, ""area:highway"": 1, ""lanes"": 1, ""old_name"": 1, ""old_ref"": 1, ""smoothness"": 1, ""sett:style"": 1}","{""highway"": 25, ""name"": 25, ""surface"": 17, ""building"": 10, ""lanes"": 9, ""lit"": 9, ""type"": 8, ""smoothness"": 7, ""oneway"": 6, ""old_ref"": 5, ""tourism"": 4, ""wheelchair"": 4, ""amenity"": 4, ""wikidata"": 4, ""wikipedia"": 4, ""natural"": 4, ""access"": 3, ""ref"": 3, ""religion"": 3, ""source"": 3, ""incline"": 3, ""network"": 3, ""route"": 3, ""crossing"": 2, ""crossing:island"": 2, ""operator"": 2, ""name:it"": 2, ""denomination"": 2, ""barrier"": 2, ""osmc:symbol"": 2, ""tactile_paving"": 1, ""direction"": 1, ""entrance"": 1, ""addr:place"": 1, ""addr:postcode"": 1, ""healthcare"": 1, ""official_name"": 1, ""opening_hours"": 1, ""operator:short"": 1, ""operator:wikidata"": 1, ""ownership"": 1, ""phone"": 1, ""old_name"": 1, ""alt_name"": 1, ""footway"": 1, ""historic"": 1, ""handrail"": 1, ""ramp"": 1, ""material"": 1, ""service"": 1, ""stairs"": 1, ""sidewalk"": 1, ""place"": 1, ""colour"": 1, ""cycle_network"": 1, ""from"": 1, ""icn_ref"": 1, ""name:cs"": 1, ""name:de"": 1, ""name:en"": 1, ""name:es"": 1, ""name:fi"": 1, ""name:fr"": 1, ""name:hu"": 1, ""name:nl"": 1, ""name:pl"": 1, ""name:pt"": 1, ""name:sk"": 1, ""to"": 1, ""wiki:symbol"": 1, ""description"": 1, ""distance"": 1, ""note"": 1, ""pilgrimage"": 1, ""roundtrip"": 1, ""route_1"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1441,Aswathy c,https://www.openstreetmap.org/user/Aswathy%20c,18445543,20,366,India,330,3,0,19,14,0,0,0,0,0,0,0,0,0,0,19,14,0,0,"{""waterway"": 19, ""layer"": 5, ""tunnel"": 5}","{""waterway"": 14}",#HKM,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1442,Strimplers,https://www.openstreetmap.org/user/Strimplers,7678337,16,365,U.K. of Great Britain and Northern Ireland,200,49,41,34,39,2,0,0,0,2,2,31,1,0,10,0,4,1,8,"{""building"": 31, ""access"": 2, ""artwork_type"": 1, ""material"": 1, ""tourism"": 1, ""source"": 1, ""place"": 1, ""name"": 1, ""leisure"": 1, ""amenity"": 1}","{""name"": 19, ""access"": 17, ""surface"": 11, ""highway"": 10, ""amenity"": 8, ""operator"": 6, ""leisure"": 6, ""natural"": 6, ""landuse"": 6, ""parking"": 6, ""construction"": 5, ""water"": 5, ""waterway"": 4, ""check_date"": 4, ""intermittent"": 3, ""operator:wikidata"": 2, ""seamark:harbour:category"": 2, ""seamark:type"": 2, ""width"": 2, ""communication:mobile_phone"": 1, ""communications_transponder:service"": 1, ""height"": 1, ""man_made"": 1, ""power"": 1, ""tower:type"": 1, ""capacity"": 1, ""motorcar"": 1, ""ref"": 1, ""socket:chademo"": 1, ""socket:type2"": 1, ""socket:type2_combo"": 1, ""boat"": 1, ""note"": 1, ""salt"": 1, ""building"": 1, ""lit"": 1, ""sport"": 1, ""place"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1443,J the GEO,https://www.openstreetmap.org/user/J%20the%20GEO,18515676,4,364,Canada,312,0,0,48,4,0,0,0,0,8,0,44,0,0,2,0,0,2,0,"{""building"": 44, ""leisure"": 4, ""tourism"": 4, ""amenity"": 2, ""name"": 1, ""seamark:harbour:category"": 1, ""seamark:type"": 1, ""man_made"": 1, ""natural"": 1, ""backcountry"": 1}","{""name"": 3, ""attribution"": 2, ""highway"": 2, ""lanes"": 2, ""source"": 2, ""surface"": 2, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""landuse"": 1, ""leisure"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1444,south_rain,https://www.openstreetmap.org/user/south_rain,13339967,1,364,Japan,313,0,0,50,1,0,0,0,0,0,0,48,0,2,1,0,0,0,0,"{""building"": 48, ""highway"": 2}","{""highway"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1445,SBBaum,https://www.openstreetmap.org/user/SBBaum,17279115,10,363,"Turkey,Syrian Arab Republic",275,26,7,45,8,2,0,0,0,0,0,29,1,7,7,0,0,0,0,"{""building"": 29, ""highway"": 7, ""landuse"": 7, ""natural"": 2}","{""highway"": 7, ""source"": 7, ""building"": 1, ""surface"": 1}","#hotosm-project-14264,#TürkiyeEQ060223,#yercizenler,#turkey,#turkiye,#uhuzam,#cscrs",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1446,houtari,https://www.openstreetmap.org/user/houtari,2186388,6,360,Finland,271,13,46,18,11,0,0,1,0,21,0,1,0,21,3,2,1,0,0,"{""highway"": 21, ""natural"": 11, ""landuse"": 4, ""mml:class"": 2, ""source"": 2, ""waterway"": 2, ""layer"": 1, ""tunnel"": 1, ""building"": 1}","{""name"": 6, ""landuse"": 4, ""highway"": 3, ""name:fi"": 3, ""source"": 2, ""natural"": 2, ""electrified"": 1, ""frequency"": 1, ""gauge"": 1, ""maxspeed"": 1, ""passenger_lines"": 1, ""railway"": 1, ""railway:jkv"": 1, ""railway:rail"": 1, ""railway:track_class"": 1, ""railway:traffic_mode"": 1, ""usage"": 1, ""voltage"": 1, ""mml:class"": 1, ""waterway"": 1, ""type"": 1, ""wetland"": 1}","#MapComplete,#street_lighting",2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1447,taki3hira,https://www.openstreetmap.org/user/taki3hira,1948193,4,359,Japan,236,54,1,44,24,0,0,0,0,65,11,7,1,60,23,0,0,13,2,"{""highway"": 60, ""footway"": 24, ""amenity"": 13, ""name"": 11, ""information"": 9, ""tourism"": 9, ""vending"": 7, ""crossing"": 7, ""building"": 7, ""emergency"": 6, ""operator"": 6, ""leaf_cycle"": 5, ""leaf_type"": 5, ""natural"": 5, ""ref:"": 5, ""crossing:markings"": 4, ""board_type"": 4, ""source"": 4, ""fire_hydrant:type"": 3, ""barrier"": 3, ""historic"": 3, ""note"": 3, ""religion"": 3, ""description"": 3, ""surface"": 3, ""man_made"": 2, ""hiking"": 2, ""inscription"": 2, ""parking"": 2, ""display"": 1, ""support"": 1, ""level"": 1, ""shop"": 1, ""material"": 1, ""memorial"": 1, ""name:en"": 1, ""bridge"": 1, ""layer"": 1, ""incline"": 1, ""service"": 1, ""access"": 1}","{""highway"": 23, ""source"": 18, ""name"": 11, ""information"": 7, ""tourism"": 7, ""board_type"": 5, ""operator"": 5, ""ref"": 5, ""name:en"": 3, ""footway"": 3, ""historic"": 2, ""inscription"": 2, ""material"": 2, ""amenity"": 2, ""start_date"": 2, ""access"": 2, ""surface"": 2, ""hiking"": 1, ""memorial"": 1, ""atm"": 1, ""branch"": 1, ""official_name"": 1, ""height"": 1, ""man_made"": 1, ""note"": 1, ""door"": 1, ""entrance"": 1, ""crossing"": 1, ""leisure"": 1, ""building"": 1, ""service"": 1, ""lanes"": 1, ""name:ja"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1448,chamdam,https://www.openstreetmap.org/user/chamdam,10397245,6,358,France,87,100,20,58,68,1,1,23,0,31,27,0,0,88,88,0,0,0,1,"{""highway"": 88, ""surface"": 45, ""name"": 28, ""direction"": 27, ""oneway"": 27, ""junction"": 24, ""maxspeed"": 14, ""source"": 10, ""ref"": 8, ""crossing"": 7, ""lanes"": 7, ""cycleway:right"": 7, ""footway"": 4, ""lit"": 4, ""bicycle"": 4, ""noname"": 3, ""old_ref"": 2, ""bus"": 1, ""public_transport"": 1, ""access"": 1, ""psv"": 1, ""shoulder"": 1, ""tracktype"": 1, ""service"": 1, ""cycleway"": 1, ""sidewalk"": 1, ""maxspeed:type"": 1, ""colour"": 1, ""from"": 1, ""network"": 1, ""operator"": 1, ""public_transport:version"": 1, ""route"": 1, ""to"": 1, ""type"": 1}","{""highway"": 88, ""name"": 61, ""surface"": 53, ""ref"": 38, ""oneway"": 24, ""network"": 23, ""operator"": 23, ""type"": 23, ""lanes"": 22, ""route"": 22, ""direction"": 21, ""colour"": 20, ""from"": 20, ""to"": 20, ""public_transport:version"": 19, ""source"": 17, ""lit"": 16, ""maxspeed"": 16, ""junction"": 15, ""old_ref"": 14, ""network:wikidata"": 14, ""network:wikipedia"": 14, ""cycleway:right"": 10, ""maxspeed:type"": 5, ""sidewalk"": 4, ""bicycle"": 4, ""crossing"": 3, ""sidewalk:right:surface"": 3, ""bus"": 2, ""website"": 2, ""shoulder"": 2, ""boundary"": 2, ""noname"": 2, ""access"": 2, ""foot"": 2, ""public_transport"": 1, ""barrier"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""office"": 1, ""opening_hours"": 1, ""phone"": 1, ""start_date"": 1, ""crossing_ref"": 1, ""cycleway:both"": 1, ""heritage"": 1, ""heritage:operator"": 1, ""name:el"": 1, ""protect_class"": 1, ""ref:whc"": 1, ""whc:criteria"": 1, ""whc:inscription_date"": 1, ""tracktype"": 1, ""cycleway"": 1, ""amenity"": 1, ""fee"": 1, ""parking"": 1, ""service"": 1, ""footway"": 1, ""motor_vehicle"": 1, ""destination"": 1, ""horse"": 1, ""psv"": 1, ""wheelchair"": 1, ""osmc:symbol"": 1, ""route_master"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1449,GorALexeY,https://www.openstreetmap.org/user/GorALexeY,11765454,2,357,Israel,330,9,0,12,6,0,0,0,0,2,0,0,0,11,3,0,0,0,0,"{""highway"": 11, ""historic"": 1, ""name"": 1, ""leisure"": 1, ""landuse"": 1}","{""highway"": 3, ""natural"": 1, ""colour"": 1, ""tracktype"": 1, ""lanes"": 1, ""oneway"": 1, ""ref"": 1, ""surface"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1450,Grola,https://www.openstreetmap.org/user/Grola,10105425,14,357,France,160,104,29,18,30,16,0,0,0,23,29,4,1,10,22,0,0,2,3,"{""natural"": 18, ""highway"": 10, ""building"": 4, ""name"": 4, ""barrier"": 3, ""service"": 3, ""landuse"": 2, ""amenity"": 2, ""railway"": 1, ""leisure"": 1}","{""source"": 25, ""highway"": 22, ""name"": 17, ""addr:city"": 9, ""addr:housenumber"": 9, ""addr:postcode"": 9, ""addr:street"": 9, ""lanes"": 8, ""maxspeed"": 7, ""lit"": 6, ""leisure"": 6, ""crossing"": 3, ""crossing_ref"": 3, ""service"": 3, ""amenity"": 3, ""barrier"": 2, ""natural"": 2, ""surface"": 2, ""garden:type"": 2, ""railway"": 1, ""bus"": 1, ""public_transport"": 1, ""name:etymology:wikidata"": 1, ""building"": 1, ""oneway"": 1, ""sidewalk"": 1, ""smoothness"": 1, ""source:maxspeed"": 1, ""bicycle"": 1, ""cycleway"": 1, ""landuse"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1451,KrzysztZ,https://www.openstreetmap.org/user/KrzysztZ,4749992,1,354,Poland,244,55,1,35,19,0,0,0,0,13,4,10,3,5,12,19,3,0,0,"{""waterway"": 19, ""building"": 10, ""addr:city:simc"": 8, ""addr:housenumber"": 8, ""addr:place"": 8, ""source:addr"": 8, ""layer"": 8, ""tunnel"": 8, ""addr:postcode"": 5, ""highway"": 5, ""public_transport"": 2, ""landuse"": 2, ""bench"": 1, ""covered"": 1, ""shelter"": 1, ""denomination"": 1, ""historic"": 1, ""religion"": 1, ""direction"": 1, ""access"": 1, ""barrier"": 1, ""swing_gate:type"": 1, ""service"": 1, ""surface"": 1}","{""highway"": 12, ""source"": 11, ""surface"": 8, ""addr:city:simc"": 4, ""addr:housenumber"": 4, ""addr:place"": 4, ""source:addr"": 4, ""building"": 3, ""waterway"": 3, ""highway:category:pl"": 2, ""lanes"": 2, ""maxspeed"": 2, ""ref"": 2, ""source:maxspeed"": 2, ""addr:postcode"": 1, ""maxspeed:bus"": 1, ""maxspeed:hgv:conditional"": 1, ""maxspeed:trailer"": 1, ""cycleway:both"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1452,jeka p,https://www.openstreetmap.org/user/jeka%20p,2385757,30,354,"Germany,Austria",127,131,4,38,43,3,5,3,0,7,5,0,1,29,41,3,0,4,0,"{""highway"": 29, ""source"": 25, ""surface"": 15, ""tracktype"": 9, ""maxspeed"": 9, ""name"": 8, ""lanes"": 8, ""oneway"": 8, ""ref"": 7, ""barrier"": 6, ""class:bicycle"": 5, ""sidewalk"": 5, ""restriction"": 5, ""type"": 5, ""amenity"": 4, ""smoothness"": 4, ""motor_vehicle"": 4, ""waterway"": 3, ""tmc"": 3, ""access"": 2, ""traffic_sign"": 2, ""sac_scale"": 2, ""width"": 2, ""parking"": 2, ""bicycle"": 2, ""foot"": 2, ""segregated"": 2, ""emergency"": 1, ""fire_hydrant:type"": 1, ""recycling_type"": 1, ""check_date:tracktype"": 1, ""backrest"": 1, ""material"": 1, ""natural"": 1, ""disused"": 1, ""note"": 1, ""bridge"": 1, ""layer"": 1}","{""highway"": 41, ""surface"": 34, ""source"": 26, ""name"": 17, ""sac_scale"": 13, ""tracktype"": 12, ""ref"": 10, ""maxspeed"": 9, ""motor_vehicle"": 6, ""width"": 6, ""smoothness"": 5, ""bridge"": 5, ""layer"": 5, ""class:bicycle"": 5, ""sidewalk"": 5, ""mtb:scale"": 4, ""tmc"": 4, ""network"": 3, ""operator"": 3, ""route"": 3, ""type"": 3, ""website"": 2, ""barrier"": 2, ""bicycle"": 2, ""foot"": 2, ""landuse"": 2, ""maxspeed:type"": 2, ""source:maxspeed"": 2, ""lanes"": 2, ""oneway"": 2, ""distance"": 2, ""roundtrip"": 2, ""symbol"": 2, ""junction"": 1, ""place"": 1, ""ele"": 1, ""guidepost"": 1, ""hiking"": 1, ""information"": 1, ""tourism"": 1, ""segregated"": 1, ""check_date:tracktype"": 1, ""informal"": 1, ""trail_visibility"": 1, ""traffic_sign"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""building:levels"": 1, ""roof:shape"": 1, ""surface:check_date"": 1, ""description"": 1, ""network:short"": 1, ""network:wikidata"": 1, ""network:wikipedia"": 1, ""url"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1453,2-wheels,https://www.openstreetmap.org/user/2-wheels,8833132,11,353,Spain,195,67,2,61,28,0,0,0,0,23,4,8,2,45,29,0,0,16,1,"{""highway"": 45, ""amenity"": 16, ""service"": 13, ""natural"": 8, ""layer"": 8, ""building"": 8, ""backrest"": 7, ""incline"": 6, ""access"": 5, ""parking"": 5, ""leisure"": 4, ""footway"": 4, ""barrier"": 3, ""tunnel"": 3, ""sport"": 2, ""recycling_type"": 1, ""name"": 1, ""lit"": 1}","{""highway"": 29, ""name"": 15, ""oneway"": 9, ""access"": 4, ""surface"": 4, ""crossing"": 2, ""service"": 2, ""building"": 2, ""bicycle"": 1, ""amenity"": 1, ""capacity"": 1, ""fee"": 1, ""layer"": 1, ""operator"": 1, ""parking"": 1, ""cycleway:left"": 1, ""cycleway:left:oneway"": 1, ""cycleway:right"": 1, ""source"": 1, ""source:date"": 1, ""lanes"": 1, ""incline"": 1}",#maproulette,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1454,rimugu,https://www.openstreetmap.org/user/rimugu,1910727,1,353,Mexico,348,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,"{""intermittent"": 4, ""source"": 4, ""waterway"": 4}","{""intermittent"": 1, ""waterway"": 1}",#ChihuahuaOSM,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1455,FleurAwaken,https://www.openstreetmap.org/user/FleurAwaken,8178313,3,353,United States of America,296,22,9,16,10,0,0,0,0,0,0,0,0,13,5,0,0,0,0,"{""highway"": 13, ""natural"": 3}","{""name"": 6, ""highway"": 5, ""leisure"": 3, ""natural"": 2, ""rcn"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:state"": 1, ""addr:street"": 1, ""description"": 1, ""boundary"": 1, ""operator"": 1, ""phone"": 1, ""short_name"": 1, ""tiger:cfcc"": 1, ""tiger:county"": 1, ""tiger:name_base"": 1, ""tiger:name_type"": 1, ""tiger:reviewed"": 1, ""tiger:zip_left"": 1, ""tiger:zip_right"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1456,vietnam321,https://www.openstreetmap.org/user/vietnam321,11196308,3,353,Vietnam,282,14,20,19,15,3,0,0,0,0,0,0,0,3,9,0,3,4,1,"{""landuse"": 11, ""amenity"": 4, ""highway"": 3, ""name"": 3, ""natural"": 1, ""bridge"": 1}","{""highway"": 9, ""name"": 5, ""waterway"": 3, ""source"": 3, ""natural"": 1, ""water"": 1, ""ref"": 1, ""landuse"": 1, ""amenity"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1457,Diagro1982,https://www.openstreetmap.org/user/Diagro1982,12754749,93,353,Germany,15,1,1,68,83,0,1,183,1,0,0,0,0,52,61,0,0,0,0,"{""highway"": 52, ""surface"": 44, ""bicycle"": 19, ""lit"": 17, ""name"": 17, ""smoothness"": 16, ""tracktype"": 15, ""foot"": 13, ""segregated"": 10, ""maxspeed"": 8, ""ref"": 8, ""lanes"": 6, ""access"": 6, ""width"": 4, ""source"": 3, ""is_sidepath"": 3, ""fee"": 3, ""cycleway:both"": 2, ""source:maxspeed"": 2, ""maxspeed:type"": 2, ""motorcar"": 2, ""traffic_sign"": 2, ""oneway"": 2, ""class:bicycle"": 1, ""lcn"": 1, ""shoulder"": 1, ""boundary"": 1, ""protect_class"": 1, ""protection_title"": 1, ""motorcycle"": 1, ""man_made"": 1, ""vehicle"": 1, ""layer"": 1, ""embankment"": 1, ""trail_visibility"": 1, ""name:etymology:wikidata"": 1, ""ncn"": 1, ""surface:colour"": 1, ""traffic_sign:backward"": 1, ""traffic_sign:forward"": 1, ""lanes:backward"": 1, ""cycleway"": 1, ""covered"": 1, ""motor_vehicle"": 1, ""cycleway:surface"": 1, ""footway:surface"": 1, ""denotation"": 1, ""landuse"": 1, ""type"": 1}","{""name"": 187, ""type"": 183, ""route"": 168, ""network"": 163, ""ref"": 141, ""website"": 134, ""cycle_network"": 96, ""highway"": 61, ""operator"": 59, ""surface"": 52, ""wikipedia"": 38, ""bicycle"": 24, ""smoothness"": 22, ""to"": 21, ""from"": 20, ""lit"": 19, ""tracktype"": 18, ""foot"": 17, ""wikidata"": 15, ""description"": 15, ""public_transport:version"": 15, ""colour"": 15, ""wiki:symbol"": 13, ""landuse"": 12, ""distance"": 12, ""segregated"": 11, ""network:wikidata"": 11, ""roundtrip"": 10, ""network:wikipedia"": 10, ""reg_ref"": 9, ""maxspeed"": 8, ""source"": 8, ""note"": 8, ""name:de"": 8, ""name:pl"": 8, ""width"": 7, ""osmc:symbol"": 7, ""network:short"": 7, ""lanes"": 6, ""access"": 6, ""complete"": 6, ""name:fr"": 6, ""name:nl"": 6, ""motor_vehicle"": 5, ""symbol"": 5, ""natural"": 4, ""fixme"": 4, ""via"": 4, ""icn_ref"": 4, ""name:cs"": 4, ""name:en"": 4, ""name:sk"": 4, ""is_sidepath"": 3, ""fee"": 3, ""state"": 3, ""maxspeed:type"": 2, ""motorcar"": 2, ""oneway"": 2, ""cycleway:both"": 2, ""source:maxspeed"": 2, ""embankment"": 2, ""traffic_sign"": 2, ""man_made"": 2, ""trail_visibility"": 2, ""TMC:cid_58:tabcd_1:Class"": 2, ""TMC:cid_58:tabcd_1:LCLversion"": 2, ""TMC:cid_58:tabcd_1:LocationCode"": 2, ""tourism"": 2, ""section"": 2, ""alt_name"": 2, ""nat_name"": 2, ""reg_name"": 2, ""network:type"": 2, ""disused:route"": 2, ""name:ru"": 2, ""name:uk"": 2, ""restriction"": 2, ""source:width"": 1, ""covered"": 1, ""layer"": 1, ""class:bicycle"": 1, ""lcn"": 1, ""shoulder"": 1, ""motorcycle"": 1, ""cycleway"": 1, ""lanes:backward"": 1, ""name:etymology:wikidata"": 1, ""water"": 1, ""vehicle"": 1, ""denotation"": 1, ""cycleway:surface"": 1, ""footway:surface"": 1, ""barrier"": 1, ""ncn"": 1, ""surface:colour"": 1, ""traffic_sign:backward"": 1, ""traffic_sign:forward"": 1, ""boundary"": 1, ""protect_class"": 1, ""protection_title"": 1, ""contact:website"": 1, ""osmc:name"": 1, ""duration"": 1, ""interval"": 1, ""interval:conditional"": 1, ""opening_hours"": 1, ""symbol:de"": 1, ""ascent"": 1, ""length"": 1, ""operator:de"": 1, ""old_ref"": 1, ""url"": 1, ""noref"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1458,JohnHovercraft,https://www.openstreetmap.org/user/JohnHovercraft,5186251,35,353,United States of America,112,150,2,23,57,1,0,8,0,13,14,0,4,24,50,0,0,5,7,"{""highway"": 24, ""name"": 15, ""note"": 9, ""surface"": 8, ""foot"": 7, ""amenity"": 5, ""parking"": 5, ""incline"": 4, ""lit"": 3, ""handrail"": 3, ""natural"": 2, ""landuse"": 2, ""leisure"": 1, ""direction"": 1, ""entrance"": 1, ""man_made"": 1, ""bicycle"": 1, ""motor_vehicle"": 1}","{""highway"": 50, ""name"": 49, ""surface"": 28, ""note"": 18, ""foot"": 12, ""incline"": 11, ""lit"": 10, ""handrail"": 10, ""natural"": 8, ""network"": 8, ""route"": 8, ""type"": 8, ""amenity"": 7, ""tiger:reviewed"": 6, ""tiger:zip_left"": 6, ""tiger:zip_right"": 6, ""wikidata"": 6, ""wikipedia"": 6, ""website"": 6, ""tourism"": 5, ""tiger:cfcc"": 5, ""tiger:county"": 5, ""parking"": 5, ""maxspeed"": 4, ""oneway"": 4, ""alt_name"": 4, ""bicycle"": 4, ""motor_vehicle"": 4, ""tiger:name_base"": 4, ""tiger:name_type"": 4, ""building"": 4, ""colour"": 4, ""distance"": 4, ""symbol"": 4, ""website:mapping"": 4, ""website:nps"": 4, ""ref"": 4, ""access"": 3, ""museum"": 3, ""service"": 3, ""wetland"": 3, ""hiking"": 2, ""information"": 2, ""alt_name:win"": 2, ""name:oj"": 2, ""name:win"": 2, ""salt"": 2, ""water"": 2, ""footway"": 2, ""crossing"": 1, ""barrier"": 1, ""map_type"": 1, ""direction"": 1, ""tiger:name_direction_prefix"": 1, ""bridge"": 1, ""layer"": 1, ""mtb:scale:imba"": 1, ""sac_scale"": 1, ""trail_visibility"": 1, ""toilets:disposal"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
1459,osm-sputnik,https://www.openstreetmap.org/user/osm-sputnik,167417,24,353,Japan,0,45,1,0,307,0,0,0,0,0,44,0,129,0,202,0,0,0,10,{},"{""highway"": 202, ""source"": 181, ""surface"": 139, ""building"": 129, ""lit"": 118, ""building:levels"": 86, ""crossing"": 42, ""footway"": 32, ""tactile_paving"": 21, ""oneway"": 18, ""lane_markings"": 17, ""bicycle"": 16, ""name"": 16, ""building:colour"": 16, ""roof:shape"": 13, ""barrier"": 11, ""amenity"": 10, ""kerb"": 10, ""maxspeed"": 10, ""name:en"": 10, ""name:ja"": 10, ""lanes"": 9, ""crossing:island"": 8, ""ref"": 8, ""name:ja_rm"": 7, ""service"": 7, ""button_operated"": 6, ""name:ja_kana"": 5, ""check_date"": 4, ""note"": 4, ""name:ja-Latn"": 4, ""parking"": 4, ""admin_level"": 3, ""parking:condition:both"": 3, ""parking:condition:both:maxstay"": 3, ""parking:lane:both:conditional"": 3, ""sidewalk"": 3, ""name:es"": 3, ""oneway:bicycle"": 3, ""access"": 2, ""covered"": 2, ""fee"": 2, ""source:ja"": 2, ""collection_times"": 1, ""operator"": 1, ""bollard"": 1, ""fountain"": 1, ""motor_vehicle:conditional"": 1, ""hgv:lanes"": 1, ""name:ja-Hira"": 1}",,2023-02-19 00:00:00+00:00,2023-02-20 00:00:00+00:00
