rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
2738,EugeneF35,https://www.openstreetmap.org/user/EugeneF35,6193750,2,36,Russian Federation,iD 2.25.1,18,4,0,7,7,0,0,0,0,0,0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,0.0,"{""waterway"": 6, ""layer"": 2, ""tunnel"": 2, ""highway"": 1, ""man_made"": 1}","{""waterway"": 7, ""layer"": 1, ""tunnel"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2739,pigsonthewing,https://www.openstreetmap.org/user/pigsonthewing,139424,36,36,U.K. of Great Britain and Northern Ireland,JOSM/1.5 (18700 en_GB),0,6,0,0,30,0,0,0,0,0,6,0.0,22.0,0.0,0.0,0.0,0.0,0.0,21.0,{},"{""name"": 35, ""addr:street"": 28, ""addr:postcode"": 27, ""addr:city"": 25, ""building"": 22, ""amenity"": 21, ""source"": 20, ""website"": 19, ""religion"": 17, ""phone"": 15, ""addr:housenumber"": 14, ""denomination"": 11, ""service_times"": 9, ""ref:edubase"": 7, ""opening_hours"": 6, ""shop"": 6, ""addr:housename"": 6, ""operator"": 5, ""fhrs:id"": 5, ""ref:GB:uprn"": 5, ""max_age"": 4, ""min_age"": 4, ""school:gender"": 4, ""school:selective"": 4, ""school:trust"": 4, ""wikidata"": 4, ""office"": 3, ""capacity"": 3, ""isced:level"": 3, ""school:boarding"": 3, ""school:type"": 3, ""wheelchair"": 3, ""wikipedia"": 3, ""building:levels"": 3, ""source:addr"": 3, ""email"": 2, ""description"": 2, ""heritage"": 2, ""heritage:operator"": 2, ""listed_status"": 2, ""contact:mobile"": 2, ""tourism"": 1, ""node_id"": 1, ""aeroway"": 1, ""books"": 1, ""internet_access"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""addr:unit"": 1, ""contact:phone"": 1, ""height"": 1, ""start_date"": 1, ""alt_name"": 1, ""note"": 1, ""postal_code"": 1, ""operator:type"": 1, ""barrier"": 1, ""landuse"": 1, ""sport"": 1, ""contact:email"": 1, ""contact:website"": 1, ""disused"": 1, ""cuisine"": 1, ""diet:dairy_free"": 1, ""diet:gluten_free"": 1, ""diet:halal"": 1, ""building:colour"": 1, ""roof:colour"": 1, ""source:geometry"": 1, ""source:name"": 1}",#maproulette,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2740,Rendelano,https://www.openstreetmap.org/user/Rendelano,11371580,1,36,Switzerland,Go Map!! 3.4.8,20,8,0,3,5,0,0,0,0,0,0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,"{""leisure"": 2, ""sport"": 2, ""building"": 1}","{""building"": 2, ""highway"": 2, ""tracktype"": 2, ""amenity"": 1, ""parking"": 1, ""wheelchair"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2741,goldfndr,https://www.openstreetmap.org/user/goldfndr,7247,3,36,United States of America,StreetComplete 52.0,0,2,0,0,34,0,0,0,0,0,2,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,{},"{""highway"": 36, ""surface"": 34, ""oneway"": 7, ""service"": 6, ""crossing"": 2, ""maxspeed"": 2, ""name"": 2, ""tactile_paving"": 1, ""tiger:cfcc"": 1, ""tiger:county"": 1, ""tiger:name_base"": 1, ""tiger:name_direction_suffix"": 1, ""tiger:reviewed"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2742,reinert_lukas,https://www.openstreetmap.org/user/reinert_lukas,19045343,3,36,Germany,iD 2.25.1,0,0,0,2,26,0,0,8,0,0,0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,"{""highway"": 2, ""lanes"": 2, ""maxspeed"": 2, ""ref"": 2, ""surface"": 2, ""maxspeed:type"": 1, ""smoothness"": 1, ""access"": 1, ""bicycle"": 1, ""cycleway"": 1, ""foot"": 1, ""horse"": 1, ""name"": 1}","{""ref"": 28, ""highway"": 26, ""maxspeed"": 26, ""surface"": 19, ""name"": 16, ""lanes"": 14, ""oneway"": 8, ""route"": 8, ""type"": 8, ""cycleway"": 7, ""foot"": 7, ""lanes:backward"": 6, ""lanes:forward"": 6, ""network"": 6, ""operator"": 6, ""bridge"": 5, ""layer"": 5, ""maxspeed:type"": 5, ""smoothness"": 5, ""turn:lanes:forward"": 5, ""cycleway:right"": 4, ""cycleway:right:lane"": 4, ""cycleway:right:surface:colour"": 4, ""lit"": 4, ""parking:both"": 4, ""turn:lanes"": 4, ""colour"": 4, ""from"": 4, ""public_transport:version"": 4, ""to"": 4, ""via"": 4, ""access"": 3, ""bicycle"": 3, ""horse"": 3, ""maxweight:signed"": 3, ""old_name"": 3, ""sidewalk:left"": 3, ""sidewalk:right"": 3, ""bicycle:lanes"": 2, ""cycleway:lanes"": 2, ""lane_markings"": 2, ""vehicle:lanes"": 2, ""turn:lanes:backward"": 2, ""TMC:cid_58:tabcd_1:Class"": 2, ""TMC:cid_58:tabcd_1:LCLversion"": 2, ""TMC:cid_58:tabcd_1:LocationCode"": 2, ""is_in:region"": 2, ""wikidata"": 2, ""wikipedia"": 2, ""check_date"": 2, ""operator:wikidata"": 2, ""url"": 2, ""duration"": 2, ""reservation"": 2, ""alt_name"": 1, ""placement"": 1, ""sidewalk"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2743,Busbahnhof,https://www.openstreetmap.org/user/Busbahnhof,4001051,1,36,Germany,JOSM/1.5 (18700 de),5,17,3,3,8,0,0,0,0,4,1,0.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,"{""barrier"": 3, ""material"": 3, ""bicycle"": 2, ""foot"": 2, ""horse"": 2, ""motor_vehicle"": 2, ""maxheight"": 2, ""highway"": 2, ""railway"": 2, ""amenity"": 1, ""bench"": 1, ""bin"": 1, ""shelter_type"": 1, ""access"": 1, ""tracktype"": 1, ""embankment"": 1, ""incline"": 1, ""name"": 1, ""railway:end_date"": 1, ""railway:start_date"": 1, ""smoothness"": 1, ""surface"": 1, ""width"": 1, ""disused:railway"": 1, ""service"": 1}","{""railway"": 6, ""name"": 5, ""bicycle"": 4, ""foot"": 4, ""horse"": 4, ""motor_vehicle"": 4, ""service"": 4, ""highway"": 4, ""incline"": 3, ""railway:end_date"": 3, ""railway:start_date"": 3, ""smoothness"": 3, ""surface"": 3, ""width"": 3, ""disused:railway"": 2, ""access"": 1, ""barrier"": 1, ""material"": 1, ""abandoned:railway"": 1, ""disused"": 1, ""landuse"": 1, ""man_made"": 1, ""product"": 1, ""embankment"": 1, ""bridge"": 1, ""layer"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2744,MatthewSeale,https://www.openstreetmap.org/user/MatthewSeale,14025462,2,36,Australia,iD 2.25.1,31,1,0,0,4,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,{},"{""highway"": 4, ""informal"": 1, ""source"": 1, ""bicycle"": 1, ""foot"": 1, ""name"": 1, ""segregated"": 1, ""surface"": 1, ""width"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2745,theophrastos,https://www.openstreetmap.org/user/theophrastos,96069,15,36,Germany,StreetComplete 51.1,0,2,0,0,34,0,0,0,0,0,2,0.0,14.0,0.0,17.0,0.0,0.0,0.0,1.0,{},"{""highway"": 17, ""surface"": 14, ""building"": 14, ""addr:housenumber"": 13, ""addr:street"": 11, ""tracktype"": 8, ""addr:city"": 8, ""addr:country"": 8, ""addr:postcode"": 8, ""building:levels"": 8, ""roof:shape"": 5, ""leisure"": 4, ""maxheight"": 4, ""handrail"": 4, ""material"": 4, ""step_count"": 4, ""name"": 3, ""access"": 3, ""ramp"": 3, ""fixme"": 2, ""incline"": 2, ""amenity"": 1, ""check_date:opening_hours"": 1, ""opening_hours:signed"": 1, ""covered"": 1, ""cycleway:both"": 1, ""lane_markings"": 1, ""lit"": 1, ""maxspeed"": 1, ""sidewalk"": 1, ""zone:maxspeed"": 1, ""zone:traffic"": 1, ""check_date:surface"": 1, ""foot"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2746,sokolgeo,https://www.openstreetmap.org/user/sokolgeo,226626,3,36,Germany,"JOSM/1.5 (18700 en),OsmAnd~ 4.2.7",25,1,1,4,5,0,0,0,0,5,1,2.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,"{""building"": 2, ""power"": 1, ""information"": 1, ""tourism"": 1, ""amenity"": 1, ""historic"": 1, ""man_made"": 1, ""highway"": 1, ""tracktype"": 1, ""landuse"": 1}","{""highway"": 5, ""tracktype"": 5, ""surface"": 4, ""mtb:scale"": 3, ""mtb:scale:uphill"": 3, ""name"": 3, ""width"": 2, ""historic"": 1, ""bicycle"": 1, ""incline"": 1, ""lit"": 1, ""motor_vehicle"": 1, ""smoothness"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2747,Stranger_I,https://www.openstreetmap.org/user/Stranger_I,423803,1,36,,,1,15,10,3,7,0,0,0,0,0,5,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,"{""highway"": 3, ""smoothness"": 3, ""surface"": 2, ""foot"": 2, ""horse"": 2, ""ski"": 2, ""snowmobile"": 2, ""wheelchair"": 2, ""tracktype"": 1, ""width"": 1, ""trail_visibility"": 1}","{""natural"": 6, ""name"": 4, ""highway"": 4, ""ele"": 3, ""foot"": 3, ""horse"": 3, ""smoothness"": 3, ""wikipedia"": 2, ""tourism"": 2, ""ski"": 2, ""snowmobile"": 2, ""wheelchair"": 2, ""alt_name"": 1, ""bicycle"": 1, ""incline"": 1, ""surface"": 1, ""tracktype"": 1, ""width"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2748,CouscousMerguez,https://www.openstreetmap.org/user/CouscousMerguez,12749986,27,36,Belgium,StreetComplete 52.0,0,12,0,0,24,0,0,0,0,0,12,0.0,4.0,0.0,27.0,0.0,0.0,0.0,7.0,{},"{""highway"": 27, ""surface"": 14, ""name"": 12, ""bus"": 8, ""public_transport"": 8, ""shelter"": 8, ""amenity"": 7, ""wheelchair"": 7, ""bench"": 6, ""tactile_paving"": 6, ""network"": 5, ""network:wikidata"": 5, ""operator"": 5, ""operator:wikidata"": 5, ""zone:TEC"": 5, ""oneway"": 5, ""bin"": 4, ""access"": 4, ""building"": 4, ""parking"": 4, ""supervised"": 4, ""footway"": 4, ""name:etymology:wikidata"": 3, ""fee"": 3, ""handrail"": 3, ""departures_board"": 3, ""addr:housenumber"": 2, ""addr:street"": 2, ""capacity"": 2, ""covered"": 2, ""crossing"": 2, ""crossing:island"": 2, ""opening_hours"": 2, ""smoothness"": 2, ""ramp"": 2, ""disused:shop"": 1, ""lit"": 1, ""bicycle_parking"": 1, ""board_type"": 1, ""information"": 1, ""inscription"": 1, ""tourism"": 1, ""bicycle"": 1, ""foot"": 1, ""lanes"": 1, ""layer"": 1, ""maxspeed"": 1, ""mofa"": 1, ""moped"": 1, ""ref"": 1, ""toll:hgv"": 1, ""tunnel"": 1, ""maxweight"": 1, ""maxweight:bus"": 1, ""maxweight:conditional"": 1, ""oneway:bicycle"": 1, ""service"": 1, ""incline"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2749,wizerbar,https://www.openstreetmap.org/user/wizerbar,18676944,4,36,Belarus,iD 2.25.1,3,0,22,3,5,1,0,2,0,0,0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,"{""highway"": 3, ""surface"": 3, ""maxspeed"": 2, ""ref"": 2, ""source"": 2, ""lanes"": 1, ""lit"": 1, ""maxspeed:type"": 1, ""noname"": 1, ""oneway"": 1, ""sidewalk"": 1, ""bridge"": 1, ""layer"": 1}","{""highway"": 5, ""ref"": 3, ""surface"": 2, ""oneway"": 2, ""service"": 2, ""name"": 2, ""name:be"": 2, ""name:ru"": 2, ""network"": 2, ""route"": 2, ""type"": 2, ""maxspeed"": 1, ""source"": 1, ""lanes"": 1, ""lit"": 1, ""maxspeed:type"": 1, ""noname"": 1, ""sidewalk"": 1, ""distance"": 1, ""roundtrip"": 1, ""official_ref"": 1, ""source:ref"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2750,glibbertorsten,https://www.openstreetmap.org/user/glibbertorsten,1879543,1,36,Germany,JOSM/1.5 (18678 de),13,7,7,4,5,0,0,0,0,1,2,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,"{""highway"": 2, ""service"": 2, ""surface"": 2, ""door"": 1, ""entrance"": 1, ""wheelchair"": 1, ""barrier"": 1, ""access"": 1, ""amenity"": 1, ""parking"": 1}","{""highway"": 3, ""surface"": 3, ""disused:shop"": 2, ""amenity"": 2, ""oneway"": 2, ""operator"": 1, ""parcel_mail_in"": 1, ""parcel_pickup"": 1, ""postal_code"": 1, ""ref"": 1, ""website"": 1, ""name"": 1, ""access"": 1, ""fee"": 1, ""parking"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""disused:name"": 1, ""smoothness"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2751,Mcalastair,https://www.openstreetmap.org/user/Mcalastair,803161,2,35,United States of America,iD 2.25.1,15,4,5,5,6,0,0,0,0,2,0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,"{""highway"": 5, ""access"": 3, ""barrier"": 2}","{""highway"": 6, ""informal"": 2}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2752,Dave040,https://www.openstreetmap.org/user/Dave040,5434634,4,35,Netherlands,iD 2.25.1,13,4,6,4,3,5,0,0,0,0,0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,"{""highway"": 4, ""name"": 3, ""service"": 2, ""oneway"": 1}","{""highway"": 3, ""name"": 2, ""oneway"": 1, ""service"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2753,szulik,https://www.openstreetmap.org/user/szulik,233529,4,35,Poland,"StreetComplete 51.1,iD 2.25.1",0,0,0,0,35,0,0,0,0,0,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,{},"{""highway"": 35, ""surface"": 34, ""name"": 33, ""cycleway:both"": 32, ""sidewalk"": 18, ""smoothness"": 7, ""source"": 7, ""oneway"": 6, ""lit"": 5, ""lane_markings"": 4, ""tracktype"": 4, ""lanes"": 3, ""incline"": 2, ""highway:category:pl"": 2, ""maxspeed"": 2, ""width"": 2, ""check_date:surface"": 2, ""highway:class:pl"": 1, ""maxaxleload"": 1, ""maxspeed:backward"": 1, ""maxspeed:bus:backward"": 1, ""maxspeed:hgv:backward:conditional"": 1, ""maxspeed:trailer:backward"": 1, ""ref"": 1, ""source:maxaxleload"": 1, ""source:maxspeed:backward"": 1, ""toll:bus"": 1, ""toll:hgv"": 1, ""goods"": 1, ""hgv"": 1, ""motor_vehicle"": 1, ""motorcar"": 1, ""noname"": 1, ""psv"": 1, ""taxi"": 1, ""maxweight"": 1, ""bicycle"": 1, ""unsigned_ref"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2754,AndersAndersson,https://www.openstreetmap.org/user/AndersAndersson,113813,2,35,Sweden,iD 2.25.1,20,0,0,6,9,0,0,0,0,0,0,5.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,"{""building"": 5, ""building:colour"": 5, ""building:levels"": 5, ""building:material"": 5, ""roof:material"": 5, ""roof:shape"": 5, ""highway"": 1, ""smoothness"": 1, ""source"": 1, ""surface"": 1, ""tracktype"": 1}","{""highway"": 4, ""source"": 4, ""surface"": 4, ""building"": 4, ""tracktype"": 3, ""smoothness"": 2, ""roof:shape"": 2, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""bridge"": 1, ""layer"": 1, ""landuse"": 1, ""name"": 1, ""operator"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2755,jnighan,https://www.openstreetmap.org/user/jnighan,11346295,2,35,United States of America,JOSM/1.5 (18622 en),24,6,0,0,3,0,1,1,0,24,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"{""addr:city"": 24, ""addr:housenumber"": 24, ""addr:postcode"": 24, ""addr:state"": 24, ""addr:street"": 24, ""natural"": 1, ""type"": 1}","{""name"": 2, ""source"": 2, ""leisure"": 2, ""highway"": 1, ""surface"": 1, ""name:signed"": 1, ""operator"": 1, ""name:etymology"": 1, ""name:etymology:wikidata"": 1, ""name:etymology:wikipedia"": 1, ""ownership"": 1, ""park:type"": 1, ""source_ref"": 1, ""type"": 1, ""wikidata"": 1, ""wikipedia"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2756,Pathumthani,https://www.openstreetmap.org/user/Pathumthani,2302962,17,35,Italy,iD 2.25.1,1,25,3,0,0,0,0,6,0,1,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""shop"": 1}","{""source"": 28, ""hiking"": 23, ""information"": 23, ""source:date"": 23, ""tourism"": 23, ""note"": 14, ""direction_north"": 10, ""name"": 10, ""direction_south"": 9, ""direction_southwest"": 9, ""direction_southeast"": 8, ""ref"": 6, ""network"": 6, ""osmc:symbol"": 6, ""route"": 6, ""type"": 6, ""direction_northwest"": 5, ""direction_east"": 4, ""direction_northeast"": 4, ""colour"": 4, ""material"": 4, ""guidepost"": 3, ""operator"": 3, ""direction_west"": 1, ""ele"": 1, ""utm"": 1, ""shop"": 1, ""dirction_southeast"": 1, ""barrier"": 1, ""bicycle"": 1, ""foot"": 1, ""description"": 1, ""website"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2757,MaxiTrofi95,https://www.openstreetmap.org/user/MaxiTrofi95,12748849,1,35,Germany,iD 2.25.1,18,1,0,8,8,0,0,0,0,10,1,0.0,5.0,8.0,2.0,0.0,0.0,0.0,4.0,"{""entrance"": 10, ""highway"": 8, ""wheelchair"": 5, ""access"": 4, ""door"": 1, ""name"": 1}","{""building"": 5, ""amenity"": 4, ""name"": 3, ""source"": 3, ""website"": 3, ""denomination"": 2, ""religion"": 2, ""addr:city"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:street"": 2, ""highway"": 2, ""entrance"": 1, ""wheelchair"": 1, ""access"": 1, ""capacity"": 1, ""operator"": 1, ""operator:type"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2758,FvGordon,https://www.openstreetmap.org/user/FvGordon,161619,7,35,"France,Belgium,Germany",JOSM/1.5 (18700 de),0,6,11,0,17,1,0,0,0,0,0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,{},"{""building"": 7, ""landuse"": 5, ""source"": 3, ""name"": 2, ""addr:housenumber"": 2, ""addr:street"": 2, ""leisure"": 2, ""barrier"": 2, ""layer"": 1, ""wikipedia"": 1, ""phone"": 1, ""source:geometry:date"": 1, ""source:geometry:ref"": 1, ""website"": 1, ""amenity"": 1, ""addr:city"": 1, ""addr:postcode"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2759,Team Saturo,https://www.openstreetmap.org/user/Team%20Saturo,36065,5,35,Germany,StreetComplete 52.0,0,2,0,0,33,0,0,0,0,0,2,0.0,0.0,0.0,31.0,0.0,0.0,0.0,4.0,{},"{""highway"": 31, ""cycleway:both"": 20, ""surface"": 19, ""tracktype"": 9, ""source"": 7, ""source:maxspeed"": 7, ""name"": 6, ""maxspeed"": 6, ""access"": 5, ""amenity"": 4, ""lanes"": 4, ""ref"": 3, ""backrest"": 2, ""check_date"": 2, ""foot"": 2, ""maxspeed:backward"": 2, ""maxspeed:forward"": 2, ""fee"": 2, ""parking"": 2, ""material"": 1, ""seats"": 1, ""incline"": 1, ""sidewalk"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2760,rdelgadol,https://www.openstreetmap.org/user/rdelgadol,1769061,3,35,Spain,iD 2.25.1,3,5,2,3,17,0,5,0,0,3,1,0.0,1.0,4.0,16.0,0.0,0.0,2.0,0.0,"{""restriction"": 5, ""type"": 5, ""highway"": 4, ""oneway"": 3, ""amenity"": 2, ""name"": 2, ""crossing"": 1, ""crossing:markings"": 1, ""capacity"": 1, ""fee"": 1, ""parking_space"": 1, ""fountain"": 1, ""lit"": 1, ""maxspeed:type"": 1, ""surface"": 1, ""bicycle"": 1}","{""highway"": 16, ""name"": 15, ""oneway"": 14, ""surface"": 7, ""lit"": 2, ""maxspeed:type"": 2, ""direction"": 1, ""ref"": 1, ""source"": 1, ""bicycle"": 1, ""leisure"": 1, ""building"": 1, ""access"": 1, ""alt_name"": 1, ""foot"": 1, ""motor_vehicle"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2761,skquinn,https://www.openstreetmap.org/user/skquinn,243003,5,35,United States of America,"JOSM/1.5 (18700 en),Every Door Android 3.0",0,22,0,0,13,0,0,0,0,0,22,0.0,13.0,0.0,0.0,0.0,0.0,0.0,20.0,{},"{""check_date"": 33, ""name"": 32, ""addr:housenumber"": 29, ""addr:street"": 29, ""addr:city"": 27, ""addr:state"": 27, ""amenity"": 20, ""addr:postcode"": 13, ""building"": 13, ""cuisine"": 12, ""brand"": 11, ""brand:wikidata"": 11, ""opening_hours"": 11, ""wheelchair"": 11, ""brand:wikipedia"": 9, ""shop"": 9, ""takeaway"": 7, ""addr:unit"": 7, ""diet:kosher"": 6, ""payment:american_express"": 6, ""payment:discover_card"": 6, ""payment:mastercard"": 6, ""payment:visa"": 6, ""diet:vegetarian"": 5, ""payment:coins"": 4, ""payment:notes"": 4, ""smoking"": 4, ""healthcare"": 4, ""alt_name"": 3, ""level"": 3, ""building:levels"": 3, ""roof:shape"": 3, ""website"": 3, ""fixme"": 2, ""phone"": 2, ""toilets"": 2, ""old_name"": 2, ""office"": 2, ""outdoor_seating"": 2, ""diet:vegan"": 1, ""official_name"": 1, ""dispensing"": 1, ""short_name"": 1, ""organic"": 1, ""end_date"": 1, ""beauty"": 1, ""air_conditioning"": 1, ""atm"": 1, ""branch"": 1, ""currency:USD"": 1, ""image"": 1, ""leisure"": 1, ""sport"": 1, ""neaten"": 1, ""check_date:opening_hours"": 1, ""survey:date"": 1, ""disused:amenity"": 1, ""internet_access"": 1, ""internet_access:fee"": 1, ""opening_hours:kitchen"": 1, ""reservation"": 1, ""opening_hours:signed"": 1, ""source"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2762,deep_eye,https://www.openstreetmap.org/user/deep_eye,58390,12,35,Austria,StreetComplete 52.0,0,16,0,0,19,0,0,0,0,0,16,0.0,1.0,0.0,30.0,0.0,0.0,0.0,3.0,{},"{""highway"": 30, ""name"": 28, ""bus"": 15, ""network"": 15, ""public_transport"": 15, ""shelter"": 15, ""surface"": 14, ""bench"": 12, ""maxspeed"": 12, ""ref"": 12, ""source:maxspeed"": 12, ""source"": 11, ""bin"": 9, ""tactile_paving"": 6, ""lane_markings"": 4, ""lit"": 3, ""amenity"": 3, ""operator"": 3, ""parking"": 3, ""service"": 2, ""access"": 2, ""heritage"": 1, ""heritage:operator"": 1, ""historic"": 1, ""memorial"": 1, ""ref:at:bda"": 1, ""wikidata"": 1, ""fee"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""at_bev:addr_date"": 1, ""building"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2763,pessodos,https://www.openstreetmap.org/user/pessodos,12628850,2,35,Austria,iD 2.25.1,8,3,2,0,22,0,0,0,0,0,1,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,{},"{""highway"": 23, ""foot"": 19, ""bicycle"": 18, ""segregated"": 16, ""surface"": 13, ""crossing"": 7, ""cycleway"": 7, ""crossing:island"": 4, ""crossing:markings"": 4, ""bridge"": 3, ""layer"": 3, ""name"": 2, ""oneway"": 2, ""lit"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2764,doodniarz,https://www.openstreetmap.org/user/doodniarz,4733743,2,35,Poland,iD 2.25.1,19,9,0,3,3,0,1,0,0,0,0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,"{""waterway"": 3, ""layer"": 1, ""tunnel"": 1, ""natural"": 1, ""type"": 1, ""wetland"": 1}","{""highway"": 2, ""maxspeed"": 1, ""name"": 1, ""surface"": 1, ""unsigned_ref"": 1, ""waterway"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2765,JriSv250,https://www.openstreetmap.org/user/JriSv250,11571754,2,34,United States of America,JOSM/1.5 (18583 en),15,9,0,3,4,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""name"": 2, ""natural"": 2, ""source"": 2, ""type"": 2, ""ele"": 1, ""gnis:county_id"": 1, ""gnis:created"": 1, ""gnis:feature_id"": 1, ""gnis:state_id"": 1, ""water"": 1, ""wikidata"": 1}","{""name"": 2, ""leisure"": 1, ""ele"": 1, ""gnis:county_id"": 1, ""gnis:created"": 1, ""gnis:feature_id"": 1, ""gnis:state_id"": 1, ""natural"": 1, ""salt"": 1, ""tidal"": 1, ""type"": 1, ""water"": 1, ""wikidata"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2766,Вадим5500,https://www.openstreetmap.org/user/%D0%92%D0%B0%D0%B4%D0%B8%D0%BC5500,6884027,9,34,Russian Federation,Vespucci 18.1.5.0,26,5,0,3,0,0,0,0,0,3,1,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,"{""highway"": 4, ""bicycle"": 3, ""foot"": 3, ""barrier"": 1, ""lift_gate:type"": 1, ""vehicle"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""building:levels"": 1, ""building:levels:underground"": 1, ""crossing"": 1}","{""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""building:levels"": 1, ""building:levels:underground"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
2767,Jaka Kranjc,https://www.openstreetmap.org/user/Jaka%20Kranjc,2442070,12,34,Portugal,StreetComplete 52.0,0,13,0,0,21,0,0,0,0,0,13,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,{},"{""highway"": 32, ""surface"": 16, ""crossing"": 13, ""name"": 12, ""oneway"": 12, ""crossing:island"": 9, ""sidewalk"": 9, ""tactile_paving"": 6, ""junction"": 6, ""maxheight"": 6, ""lanes"": 4, ""traffic_signals:sound"": 3, ""button_operated"": 2, ""lane_markings"": 2, ""traffic_signals:vibration"": 1, ""bicycle"": 1, ""crossing:markings"": 1, ""maxspeed"": 1, ""ref"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""bridge:structure"": 1, ""layer"": 1, ""man_made"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
